prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
pos,orig,26,12, of,12.427910804748535,12.427910804748535, due,0.01419069990515709,sh,0.00858009047806263, Tade,0.008572974242269993, backdrop,0.008349564857780933, inc,0.006840037647634745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9534666328690946
pos,orig,26,13, Germany,11.370774269104004,11.370774269104004, Delf,0.09054728597402573, dating,0.046408023685216904, dat,0.029265742748975754,itôt,0.023154376074671745, pronoun,0.00744613166898489, datatype,0.005593545734882355,όλ,0.005324307829141617,auen,0.005287717562168837,queur,0.0051361871883273125, Dat,0.0051057469099760056,dat,0.00500339362770319, pairing,0.0048912763595581055, competition,0.004044582601636648,Dat,0.003866691840812564,pron,0.003517870558425784,о,0.0033889124169945717, предмет,0.002782172057777643,NY,0.0025595712941139936,аря,0.002537219552323222, bost,0.002413599519059062,0.7417256447952241
pos,orig,26,14, is,12.431342124938965,12.431342124938965,itôt,0.017439184710383415, Nationalsozial,0.01715400442481041,glise,0.013215775601565838, antr,0.012912501581013203,anya,0.010963484644889832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9283150490373373
pos,orig,26,15, called,11.466073036193848,11.466073036193848,etri,0.061955321580171585, tri,0.03208545967936516,itôt,0.031170358881354332, antr,0.022927165031433105,%BA,0.018383409827947617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8334782849997282
pos,orig,26,16, simply,7.383562088012695,7.383562088012695,owski,0.32437753677368164, tri,0.1431625485420227,aua,0.03275400400161743,auen,0.017292553558945656,meida,0.013569743372499943,aanse,0.00895576924085617,aware,0.008504127152264118,wise,0.006425309460610151,atted,0.00478257704526186, remont,0.004537892062216997,mit,0.003976843785494566, slog,0.003834185190498829,auer,0.00298353866674006,ђе,0.002909037983044982, improb,0.002698563737794757,inten,0.0023474993649870157, patrols,0.002289129886776209,íž,0.002238312503322959, shar,0.0022250893525779247,ayama,0.002103616716340184,0.40803212160244584
pos,orig,27,0,<s>,16.922780990600586,16.922780990600586, Ezt,3.50338923453819e-05, Briggs,2.874187885026913e-05, lighting,2.8627129722735845e-05, natur,2.8519642000901513e-05,cier,2.848487019946333e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998505925868812
pos,orig,27,1,Give,12.709476470947266,12.709476470947266,ษ,0.035228628665208817,ورة,0.03083130717277527,ılan,0.011223177425563335,ılık,0.005875168368220329,ως,0.005463192239403725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9113785261288285
pos,orig,27,2, the,11.08403205871582,11.08403205871582,lund,0.09545574337244034,iemann,0.020403966307640076,alu,0.01524217240512371,ajt,0.014276344329118729, Linh,0.013872915878891945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8407488577067852
pos,orig,27,3, city,10.29249382019043,10.29249382019043, sod,0.09193701297044754,illy,0.06299934536218643, multaj,0.028557727113366127,ushima,0.025920502841472626,abol,0.025313150137662888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7652722615748644
pos,orig,27,4, name,12.67349910736084,12.67349910736084,oughton,0.013746670447289944, piir,0.010460319928824902,ودی,0.010321724228560925,ôt,0.009068749845027924, sod,0.007135910913348198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9492666246369481
pos,orig,27,5, only,12.765338897705078,12.765338897705078,kao,0.01843460090458393,ektar,0.013853701762855053,ament,0.010234815068542957, Phan,0.00956218596547842,inis,0.00934549793601036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9385691983625293
pos,orig,27,6,",",13.389586448669434,13.389586448669434,cker,0.007772925775498152,ago,0.007457988802343607,osti,0.006338791456073523,appa,0.004952783230692148, Bataillon,0.004569223616272211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9689082871191204
pos,orig,27,7, plain,10.838123321533203,10.838123321533203,зда,0.0978768989443779, rip,0.023556454107165337,irao,0.021225115284323692,HECK,0.01576482132077217,руп,0.010693391785025597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8308833185583353
pos,orig,27,8, text,11.472675323486328,11.472675323486328, intimid,0.11629235744476318, ing,0.01990789733827114,enez,0.010892452672123909, stacks,0.009359394200146198,post,0.008213276974856853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8353346213698387
pos,orig,27,9,.,12.984119415283203,12.984119415283203, Reed,0.04854213818907738,cker,0.02454231306910515,ento,0.00947650708258152, Ernst,0.0057180169969797134, minimal,0.00552921649068594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9061918081715703
pos,orig,27,10, The,13.971064567565918,13.971064567565918,mbito,0.011728494428098202,erseits,0.008056964725255966, SIMBAD,0.007124887313693762,ณ์,0.006970015354454517,phonse,0.006735416129231453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9593842220492661
pos,orig,27,11, capital,11.011075973510742,11.011075973510742, Pul,0.10014758259057999,pul,0.0447714738547802, Pulitzer,0.015335049480199814,{item,0.011916735209524632, vas,0.01020450796931982,ottak,0.00979826133698225,드시,0.008153506554663181, pul,0.0077376943081617355, alike,0.007722110953181982,anud,0.007665093056857586, verlegt,0.006912944372743368,itional,0.006385318469256163, steadily,0.00607636384665966, Nag,0.0058328029699623585,rey,0.005785910878330469, bombe,0.004895709455013275,ató,0.00472204340621829,vas,0.004500346723943949, barrels,0.0040523274801671505, ver,0.003667538519948721,0.7237166785635054
pos,orig,27,12, of,12.964574813842773,12.964574813842773,ito,0.03959370404481888, inc,0.014710838906466961,ers,0.014464768581092358, des,0.006995698902755976,anya,0.005751569755375385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9184834198094904
pos,orig,27,13, Germany,13.400615692138672,13.400615692138672,itôt,0.014325334690511227, dating,0.013159249909222126, Delf,0.009890180081129074,о,0.006484462879598141, religiosas,0.005306883715093136, datatype,0.004764342214912176, dat,0.0041594309732317924,Master,0.003967821132391691,वरी,0.00336272525601089, phen,0.003282995894551277, pronoun,0.003165840171277523, l�,0.002994063077494502,nten,0.0029810909181833267, Põ,0.0028101124335080385, phenotype,0.0026879236102104187,pron,0.002629303839057684, bost,0.0025938258040696383, Свя,0.002565468195825815,dat,0.0024989342782646418,queur,0.0024172181729227304,0.9039527927525342
pos,orig,27,14, is,13.578777313232422,13.578777313232422, bost,0.027845147997140884,όλ,0.007177174091339111,itôt,0.006777724716812372,glise,0.0060347504913806915, recrut,0.005475223064422607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9466899796389043
pos,orig,27,15, called,13.337018013000488,13.337018013000488,编者,0.015836836770176888,itôt,0.012398532591760159,etri,0.011537652462720871,♡,0.004509053658694029,undle,0.004393136594444513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9513247879222035
pos,orig,27,16, simply,12.235583305358887,12.235583305358887,owski,0.08186192065477371, tri,0.015341595746576786,wise,0.013563904911279678,apis,0.012676295824348927,íž,0.008851058781147003,meida,0.007039686664938927,mit,0.006456401199102402, improb,0.005542153026908636,eken,0.0045506893657147884,unen,0.004443272016942501, shar,0.004198704846203327,auen,0.0041915238834917545,(Sources,0.0040336367674171925, agr,0.003894645953550935,-china,0.0027580249588936567, Inns,0.002556337509304285,undert,0.002507003489881754, remont,0.0023894747719168663, accru,0.002305172150954604, Morte,0.0022691674530506134,0.8085693300236017
pos,orig,28,0,<s>,16.898880004882812,16.898880004882812, Ezt,4.207880556350574e-05, Harrison,3.538516102707945e-05, insult,3.5062857932643965e-05,cier,3.4398381103528664e-05,isan,3.433783786022104e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999818736956513
pos,orig,28,1,Give,9.946539878845215,9.946539878845215,ษ,0.07628750056028366, bigger,0.03900362178683281,ورة,0.03832579404115677,ılık,0.024727582931518555, conspiracy,0.02331637404859066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7983391266316175
pos,orig,28,2, the,8.699663162231445,8.699663162231445,iemann,0.09752445667982101,lund,0.08825704455375671, Linh,0.07625862956047058,ici,0.02610199712216854,ajt,0.020879903808236122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.690977968275547
pos,orig,28,3, city,7.826798439025879,7.826798439025879, ĉiuj,0.19185952842235565, sod,0.07190527766942978, multaj,0.06436720490455627,ushima,0.03892246261239052, ĉiu,0.033135607838630676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5998099185526371
pos,orig,28,4, name,10.335351943969727,10.335351943969727,elow,0.040727194398641586,лог,0.036699406802654266,uen,0.036631811410188675,esar,0.026858385652303696,selector,0.0257662795484066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333169221878052
pos,orig,28,5, only,9.9269380569458,9.9269380569458,ilda,0.10259311646223068,cker,0.04406558349728584,lane,0.04298384487628937,ender,0.03348792344331741,vor,0.03235163912177086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7445178925991058
pos,orig,28,6,",",11.997011184692383,11.997011184692383,ago,0.026027124375104904, Cru,0.010141571052372456,人受,0.008699399419128895,ilda,0.008042506873607635, contempor,0.00789975468069315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.939189643599093
pos,orig,28,7, plain,8.287250518798828,8.287250518798828, cop,0.09902476519346237,зда,0.07701582461595535, rip,0.06639641523361206,irao,0.05820438638329506,руп,0.02999761886894703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6693609897047281
pos,orig,28,8, text,9.939775466918945,9.939775466918945, intimid,0.08956050127744675,ota,0.043020229786634445, desqu,0.04153090715408325, ing,0.03466911241412163, epist,0.020005138590931892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.771214110776782
pos,orig,28,9,.,11.741959571838379,11.741959571838379, Reed,0.025523332878947258, contempor,0.016315238550305367, Ernst,0.01450126338750124, minimal,0.014175384305417538, Ernest,0.013051256537437439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9164335243403912
pos,orig,28,10, The,13.112937927246094,13.112937927246094,REAM,0.01668434962630272,mbito,0.009756902232766151, passion,0.009157391265034676,ณ์,0.009064923040568829,erseits,0.008047230541706085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9472892032936215
pos,orig,28,11, capital,8.298879623413086,8.298879623413086,pul,0.1662956327199936, Pul,0.13721883296966553,entre,0.023814652115106583,署,0.018008843064308167, teammate,0.015567366033792496, matters,0.012869590893387794, Pulitzer,0.011094492860138416,rug,0.010661291889846325,itional,0.009421701543033123, ver,0.00884732510894537,ottak,0.008153414353728294,ihat,0.007703201379626989,{item,0.006823050323873758,载,0.0064880140125751495,udi,0.005884221754968166,blic,0.005418793763965368,ire,0.005385147407650948,oko,0.005294706206768751,ption,0.005268227308988571,rey,0.005068464204668999,0.5247130300849676
pos,orig,28,12, of,12.32111644744873,12.32111644744873,ito,0.02760333940386772, dut,0.016502398997545242,ers,0.011515511199831963, des,0.011131154373288155, grown,0.009160562418401241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9240870336070657
pos,orig,28,13, Germany,12.03519344329834,12.03519344329834, dating,0.02985977753996849,bourne,0.026829510927200317, l�,0.012503408826887608,auen,0.012193365022540092,वरी,0.010883026756346226, Delf,0.00891819503158331, bost,0.007905378006398678, kish,0.006094238720834255, dat,0.006062032654881477, phenotype,0.005990162491798401, recruited,0.005823615472763777,dat,0.005585943348705769, datatype,0.005411619320511818,queur,0.005220085382461548,structured,0.004875386133790016, phen,0.004502888303250074, religiosas,0.00428537093102932,iatique,0.004166306462138891,όλ,0.0037088070530444384, structured,0.003667776705697179,0.8255131049081683
pos,orig,28,14, is,10.59448528289795,10.59448528289795, bost,0.2046714872121811,ileg,0.04479191079735756,ampton,0.010377306491136551, bale,0.010239284485578537,wp,0.006101015955209732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7238189950585365
pos,orig,28,15, called,11.846651077270508,11.846651077270508, tri,0.03541252389550209,etri,0.03091251850128174,undle,0.023466460406780243, bost,0.015698814764618874,owski,0.01362015400081873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8808895284309983
pos,orig,28,16, simply,10.218015670776367,10.218015670776367, tri,0.11636923998594284,owski,0.07667654007673264,eken,0.02022726461291313, improb,0.013997314497828484,íž,0.01209668442606926, Carp,0.010877888649702072, agr,0.010690313763916492,mit,0.009443143382668495, evid,0.0072813634760677814, shar,0.006939072627574205,rise,0.006720783654600382,asia,0.006053878925740719,-china,0.005942326504737139, really,0.005855216644704342, kwiet,0.004654822405427694, later,0.0046021235175430775,wise,0.004561896435916424,auer,0.004363053943961859,apis,0.004339537117630243, cave,0.004334673285484314,0.6639728620648384
pos,orig,29,0,<s>,16.9123592376709,16.9123592376709, Ezt,3.853561793221161e-05, Cub,3.2531166652916e-05, Briggs,3.209046917618252e-05, lighting,3.185522655257955e-05, insult,3.131570701953024e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998336718126666
pos,orig,29,1,Give,11.467267036437988,11.467267036437988,ılan,0.06113817170262337,ılık,0.041552409529685974,ษ,0.01991414837539196, bigger,0.014511579647660255,isz,0.01441542524844408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8484682654961944
pos,orig,29,2, the,10.825796127319336,10.825796127319336,ije,0.03480621799826622,ermann,0.02733428217470646,lund,0.024924250319600105,iemann,0.022213777527213097,ici,0.019371286034584045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8713501859456301
pos,orig,29,3, city,9.026947975158691,9.026947975158691, ĉiuj,0.13248546421527863,illy,0.05760147050023079, multaj,0.038393910974264145, sod,0.037960510700941086,abol,0.0378127284348011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6957459151744843
pos,orig,29,4, name,11.695647239685059,11.695647239685059, sod,0.03534039109945297,uen,0.032850608229637146,elow,0.02427670545876026, piir,0.021451206877827644,esar,0.016607696190476418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8694733921438456
pos,orig,29,5, only,11.029294967651367,11.029294967651367,ilda,0.145094096660614,ender,0.027885176241397858, Germain,0.014721415005624294,cker,0.013737854547798634,iverse,0.008510477840900421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7900509797036648
pos,orig,29,6,",",12.876791954040527,12.876791954040527,人受,0.012049914337694645,ilda,0.011668945662677288,ago,0.007233358919620514,appa,0.005814057774841785, Galax,0.00561865558847785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9576150677166879
pos,orig,29,7, plain,9.807971954345703,9.807971954345703,irao,0.08701235055923462, rip,0.054916951805353165,зда,0.032306186854839325,руп,0.031230397522449493,HECK,0.02788180112838745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.766652312129736
pos,orig,29,8, text,10.881869316101074,10.881869316101074, intimid,0.10984598845243454, ing,0.0536242313683033, stacks,0.011655675247311592,vis,0.00965769775211811, epist,0.008601940236985683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8066144669428468
pos,orig,29,9,.,12.777551651000977,12.777551651000977, Ernst,0.014520215801894665, Nobel,0.013619799166917801, Ernest,0.010785559192299843, Reed,0.00781618244946003, tape,0.007527767214924097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9457304761745036
pos,orig,29,10, The,14.048017501831055,14.048017501831055,mbito,0.011570442467927933,erseits,0.009759163483977318, passion,0.0075080362148582935,REAM,0.004120983183383942, tape,0.003857871750369668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9631835028994828
pos,orig,29,11, capital,10.660500526428223,10.660500526428223, Pul,0.06343630701303482,pul,0.04384874179959297,ottak,0.015167252160608768,쯤,0.013705424033105373, ver,0.013519798405468464,entre,0.013029977679252625,anud,0.011561085470020771, bombe,0.010885448195040226, tape,0.009901138953864574,ption,0.009820977225899696,署,0.008676202967762947,MBER,0.008397378958761692,apes,0.007642627693712711, bel,0.00699202623218298, Natal,0.00689720781520009, evid,0.0068482402712106705,itional,0.005970845930278301,blic,0.005738723557442427, Sund,0.005662655457854271,win,0.005514257121831179,0.7267836830578744
pos,orig,29,12, of,12.988577842712402,12.988577842712402, des,0.01148425042629242, due,0.009900533594191074,ers,0.00960218720138073, dut,0.008101537823677063, inc,0.007462254259735346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9534492366947234
pos,orig,29,13, Germany,13.357197761535645,13.357197761535645,वरी,0.009982318617403507, dating,0.006705967243760824, l�,0.006326633971184492,όλ,0.0051132868975400925, phenotype,0.004672318231314421,queur,0.004475072491914034, Cum,0.004427177365869284, recruited,0.004057437647134066, temu,0.0037480490282177925, scoped,0.003639752743765712,auen,0.0036337629426270723,fline,0.0035409582778811455, Cob,0.0035280988086014986, Dat,0.003503819229081273, Delf,0.0033784708939492702, dat,0.003176589962095022, ကျ,0.0031702949199825525,otan,0.002939642174169421, Свя,0.0027790465392172337, pronoun,0.002690658438950777,0.9145106435753405
pos,orig,29,14, is,13.1015625,13.1015625, bost,0.05835700035095215,ileg,0.015683762729167938,glise,0.015236389823257923,ampton,0.0051340567879378796,όλ,0.004862482659518719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9007263076491654
pos,orig,29,15, called,13.044831275939941,13.044831275939941,undle,0.026975924149155617,etri,0.02116764895617962, tri,0.008616375736892223, bost,0.00548563664779067,indent,0.00460429210215807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9331501224078238
pos,orig,29,16, simply,11.599044799804688,11.599044799804688, tri,0.11697953194379807, Carp,0.016094574704766273,eken,0.015787765383720398, cave,0.011350967921316624,owski,0.011132577434182167,íž,0.010400908067822456,asia,0.010122918523848057,unist,0.006144037004560232, Hely,0.0050571677275002,eses,0.00453284801915288, flesh,0.003603113116696477,auen,0.003504344029352069,auer,0.0034995884634554386,mit,0.0034903958439826965,wise,0.003409280674532056,apis,0.0032004541717469692, agr,0.0031777049880474806,Death,0.0030413158237934113, shar,0.00290057179518044, improb,0.0028511779382824898,0.7597187564242631
pos,orig,30,0,<s>,16.872562408447266,16.872562408447266, Ezt,4.743468525703065e-05, Harrison,4.0506467485101894e-05, insult,3.956767250201665e-05, Harvest,3.9177346479846165e-05, Ferrari,3.905593621311709e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997942578920629
pos,orig,30,1,Give,10.558655738830566,10.558655738830566,ษ,0.04562290385365486, bigger,0.039582259953022, conspiracy,0.026436030864715576,ılan,0.02236965298652649,ılık,0.019577978178858757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8464111741632223
pos,orig,30,2, the,9.106386184692383,9.106386184692383,iri,0.08471526205539703,lund,0.06242932379245758,ampa,0.05794553831219673,ije,0.036856845021247864,iques,0.027159564197063446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7308934666216373
pos,orig,30,3, city,5.404261112213135,5.404261112213135, ĉiuj,0.4910205006599426, multaj,0.08247813582420349, ĉiu,0.030111053958535194, ĉi,0.01782216504216194,illy,0.014310178346931934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3642579661682248
pos,orig,30,4, name,10.508529663085938,10.508529663085938, piir,0.057475846260786057,ღ,0.043812599033117294, sod,0.03569763898849487,omber,0.03234083577990532, Ot,0.023761210963129997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8069118689745665
pos,orig,30,5, only,9.855325698852539,9.855325698852539,ilda,0.1880478709936142,otte,0.020782936364412308,vor,0.019353805109858513,ament,0.01847788877785206, intact,0.01776169240474701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7355758063495159
pos,orig,30,6,",",11.870597839355469,11.870597839355469, Ern,0.018264492973685265,axel,0.017545336857438087, Laurence,0.01692664623260498,人受,0.014798613265156746,ilda,0.010456805117428303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9220081055536866
pos,orig,30,7, plain,6.559348106384277,6.559348106384277, rip,0.22629882395267487, cop,0.15575481951236725,irao,0.13424266874790192,terne,0.017700549215078354,HECK,0.013539744541049004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4524633940309286
pos,orig,30,8, text,10.078431129455566,10.078431129455566, intimid,0.10273395478725433, ing,0.03183414787054062,idel,0.03115673176944256, mad,0.016452832147479057, unde,0.015031076967716217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8027912564575672
pos,orig,30,9,.,11.624308586120605,11.624308586120605, Nobel,0.034959401935338974, Ernest,0.024786122143268585, Reed,0.020835572853684425, carp,0.013274205848574638, minimal,0.012337571941316128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8938071252778172
pos,orig,30,10, The,13.355731964111328,13.355731964111328, passion,0.02351691760122776,erseits,0.012504602782428265,mbito,0.0074317301623523235,iny,0.006172753870487213,phonse,0.006067996378988028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9443059992045164
pos,orig,30,11, capital,9.918730735778809,9.918730735778809,pul,0.050011295825242996,载,0.049456652253866196,署,0.035137709230184555, Pul,0.02078503742814064,rug,0.0146355414763093, ver,0.01424415409564972,쯤,0.013263976201415062,ire,0.011236750520765781, Sund,0.01115866657346487,MBER,0.010715711861848831, bel,0.009845769964158535,ption,0.009194489568471909, переход,0.00862992275506258, obsc,0.0081375353038311,ruck,0.008064811117947102,psy,0.00768751697614789,entre,0.007584864739328623, burdens,0.006675833370536566,anud,0.005929313600063324,angan,0.005540153011679649,0.6920642941258848
pos,orig,30,12, of,12.157084465026855,12.157084465026855, dut,0.02418816275894642, backdrop,0.01678425259888172,ers,0.013460133224725723, inc,0.007397650275379419,ulation,0.007034297566860914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9311355035752058
pos,orig,30,13, Germany,12.351893424987793,12.351893424987793,वरी,0.017345217987895012,auen,0.013840067200362682,bourne,0.011374718509614468,iatique,0.010396699421107769, l�,0.009819760918617249, Cob,0.00809994712471962,queur,0.00790541060268879,structured,0.007490069139748812,otan,0.006212079431861639, Dat,0.006092386320233345, scoped,0.0060817222110927105, dating,0.0060428534634411335, datatype,0.005724800750613213, recruited,0.005189070478081703,όλ,0.004583003930747509, structured,0.00445148628205061,wor,0.004063000436872244, bost,0.004045906476676464,journ,0.00403584074229002, broker,0.003973100334405899,0.8532328582368791
pos,orig,30,14, is,11.72850513458252,11.72850513458252, bost,0.10545255988836288,ileg,0.04392346367239952,ampton,0.01364094763994217,iels,0.012107370421290398,όλ,0.0073413485661149025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8175343098118901
pos,orig,30,15, called,12.033109664916992,12.033109664916992,undle,0.05327118933200836,новь,0.020265774801373482,�,0.014932987280189991,etri,0.014833815395832062,ampton,0.012425146996974945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8842710861936212
pos,orig,30,16, simply,11.267109870910645,11.267109870910645, tri,0.07662471383810043, Carp,0.03142678365111351,unist,0.01391585636883974,ommée,0.00970213022083044,eken,0.009649100713431835,auer,0.008995306678116322, agr,0.008954172022640705, shar,0.00852350052446127,-china,0.00834557693451643, flesh,0.008341941051185131,asia,0.007919509895145893,auen,0.007227201946079731,eses,0.006835395935922861,marine,0.006691059097647667,bench,0.0054552010260522366,aware,0.005160764325410128, cave,0.004461373668164015, Bord,0.004391808528453112,owski,0.004148459993302822,íž,0.0040090433321893215,0.7592211002483964
pos,orig,31,0,<s>,16.921051025390625,16.921051025390625, Ezt,3.332449705339968e-05, Cub,3.082582406932488e-05, Briggs,3.029885374417063e-05, lighting,2.9715665732510388e-05,isan,2.9590992198791355e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998462441672018
pos,orig,31,1,Give,9.988411903381348,9.988411903381348,ษ,0.11594192683696747, Pret,0.02582279033958912,تراك,0.020237790420651436,ijel,0.01916024275124073,atua,0.018887996673583984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7999492529779673
pos,orig,31,2, the,9.485291481018066,9.485291481018066,iri,0.07816608250141144,borg,0.04063700512051582,jj,0.029940541833639145,iques,0.02643486112356186,ampa,0.020214028656482697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804607480764389
pos,orig,31,3, city,9.180173873901367,9.180173873901367, ĉiuj,0.09797576069831848,illy,0.07815659791231155,ushima,0.046360164880752563, multaj,0.02958534099161625, aliaj,0.019882747903466225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7280393876135349
pos,orig,31,4, name,10.780824661254883,10.780824661254883,omber,0.08547999709844589, sod,0.03880242258310318, piir,0.029669277369976044,selector,0.016094349324703217,elow,0.014838182367384434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8151157712563872
pos,orig,31,5, only,9.101107597351074,9.101107597351074,ilda,0.3049558699131012,vor,0.026866808533668518, Germain,0.015991654247045517,cker,0.012254878878593445, hä,0.00896778516471386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6309630032628775
pos,orig,31,6,",",11.859246253967285,11.859246253967285,ilda,0.03377125412225723, Laurence,0.03297897055745125,人受,0.011803586035966873,osti,0.011298109777271748, Ern,0.010896001011133194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8992520784959197
pos,orig,31,7, plain,8.865300178527832,8.865300178527832, cop,0.07777190953493118,irao,0.06247974559664726, rip,0.06127583608031273,terne,0.041872017085552216,руп,0.030439307913184166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7261611837893724
pos,orig,31,8, text,10.538761138916016,10.538761138916016, intimid,0.0707661360502243,enez,0.020088357850909233, ing,0.01742173731327057, ep,0.01700987108051777,lane,0.01685461215674877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8578592855483294
pos,orig,31,9,.,12.26303482055664,12.26303482055664, Nobel,0.027818409726023674, Reed,0.019538678228855133, nob,0.01125954370945692, Rat,0.01050892099738121, Ernest,0.00907040759921074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9218040397390723
pos,orig,31,10, The,13.84091854095459,13.84091854095459, passion,0.009426763281226158,mbito,0.006873588543385267,erseits,0.006203460041433573, tape,0.005110107362270355,phonse,0.004637902602553368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9677481781691313
pos,orig,31,11, capital,10.273033142089844,10.273033142089844,pul,0.05551894009113312,ruck,0.05298968032002449, Pul,0.024565035477280617,载,0.017954297363758087, Natal,0.017847683280706406,MBER,0.016866162419319153, Sund,0.013019979000091553,rug,0.012539259158074856,anud,0.010473617352545261,署,0.009610232897102833, Mineral,0.009098846465349197,win,0.008532638661563396, pul,0.007039128337055445,렇,0.006231583654880524,ziger,0.006065556313842535,�,0.005331020336598158, décident,0.00528854550793767,psy,0.005283368285745382,rett,0.00511837936937809, burden,0.004915828350931406,0.7057102173566818
pos,orig,31,12, of,12.374759674072266,12.374759674072266, backdrop,0.01116102933883667, NS,0.010424815118312836, dut,0.008508866652846336,sh,0.00802548322826624, to,0.007992289029061794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9538875166326761
