fact_key,fact_index,prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
Germany→Berlin,0,pos,no_filler,36,14, called,14.927095413208008,14.927095413208008,inic,0.004907178692519665,埠,0.003190821036696434,呛,0.0028975005261600018,胚,0.0024805827997624874,人大,0.0024273782037198544,ဏ,0.0019305647583678365,edom,0.0018184982473030686,膑,0.0016045650700107217,升级,0.001580695970915258,жу,0.001438656123355031,砂,0.0013545911060646176, Wick,0.0013417028822004795,inia,0.0013369175139814615, ngh,0.001302326680161059,符,0.0012727094581350684,肴,0.0012374363141134381, upgrade,0.0011798362247645855,mom,0.0011328313266858459, bern,0.0011119261616840959, DAM,0.0010967255802825093,0.9633565553231165
Germany→Berlin,0,pos,no_filler,37,0,Give,16.936725616455078,16.936725616455078,尼亚,9.152640996035188e-05, vit,8.061138214543462e-05,轵,7.008056127233431e-05,ocoder,6.912852404639125e-05,粽子,6.775571091566235e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996208974116598
Germany→Berlin,0,pos,no_filler,37,1, the,14.263449668884277,14.263449668884277,尼亚,0.005485317669808865,uala,0.005362493451684713,承担责任,0.005171400960534811,"|=
",0.004516895394772291,ビジ,0.004471959080547094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9749919334426522
Germany→Berlin,0,pos,no_filler,37,2, city,15.10395622253418,15.10395622253418,Playable,0.004694599658250809,可以从,0.0029575901571661234,永不,0.0021640153136104345,relevant,0.0018719411455094814,rarian,0.0017163405427709222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9865955131826922
Germany→Berlin,0,pos,no_filler,37,3, name,15.524503707885742,15.524503707885742,voy,0.0026896020863205194,edin,0.0020208205096423626,usa,0.0013203645357862115, sight,0.0012730414746329188,呼应,0.0012311141472309828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991465057246387
Germany→Berlin,0,pos,no_filler,37,4, only,15.45388126373291,15.45388126373291, Jamal,0.001701552071608603,也有很多,0.001454140990972519,OfType,0.0014306262601166964,CBS,0.001232439186424017,跑了,0.0011746555101126432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9930065859807655
Germany→Berlin,0,pos,no_filler,37,5,",",15.573599815368652,15.573599815368652, taps,0.004237490706145763,OrNil,0.002304625464603305,投,0.0019114199094474316,RelativeTo,0.0013154196785762906,也有很多,0.0012654491001740098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9889655951410532
Germany→Berlin,0,pos,no_filler,37,6, plain,14.608077049255371,14.608077049255371,处处,0.027746478095650673,档,0.005332650151103735,扎,0.004630237817764282,atively,0.0028779166750609875, вз,0.002416343195363879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9569963740650564
Germany→Berlin,0,pos,no_filler,37,7, text,15.267732620239258,15.267732620239258,闷,0.005769162438809872,反倒,0.002924989676102996,樣,0.002338925376534462,ycl,0.0019846840295940638,/widgets,0.0014466980937868357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9855355403851718
Germany→Berlin,0,pos,no_filler,37,8,.,15.91612720489502,15.91612720489502,闻,0.0011356372851878405,_HC,0.0008436085190623999,说实,0.0007771782111376524,�,0.0007296907133422792, taps,0.0007223507855087519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9957915344857611
Germany→Berlin,0,pos,no_filler,37,9, The,16.00642967224121,16.00642967224121,签,0.00128907838370651,_UD,0.0011197752319276333,与其他,0.0009000758291222155,滥,0.0008850095910020173,又好,0.0008059426327235997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995000118331518
Germany→Berlin,0,pos,no_filler,37,10, capital,15.13857364654541,15.13857364654541,洲,0.006637372076511383,和尚,0.005688404198735952,州,0.0026296291034668684,础,0.002351956907659769,享,0.001725016045384109,同胞,0.0015654542949050665,ToEnd,0.001500378013588488,盈利,0.001492834184318781, bump,0.0014766801614314318,毕,0.0014515656512230635,_Begin,0.0013698271941393614,致富,0.0013382654869928956,岐,0.0011597771663218737,�,0.001105923787690699,iles,0.0010533625027164817,哥,0.0010426801163703203, ErrorResponse,0.000991830718703568,otle,0.0009915124392136931,获利,0.0009689645376056433,金银,0.0009652071166783571,0.9624933582963422
Germany→Berlin,0,pos,no_filler,37,11, of,15.082578659057617,15.082578659057617,窝,0.006036753766238689, Burb,0.004376353695988655,观,0.003623453201726079,议事,0.0033660901244729757, closures,0.002618667669594288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9799786815419793
Germany→Berlin,0,pos,no_filler,37,12, Germany,15.19383716583252,15.19383716583252,oy,0.003991670906543732,具,0.002809171797707677,评审,0.002009882126003504,碍,0.0019291831413283944,胚,0.0016903330106288195,aven,0.0016809874214231968,aman,0.001503214705735445,馒,0.0014344555092975497,符,0.0011696534929797053,checkpoint,0.0011089793406426907,商务部,0.0010920986533164978,oph,0.0010885590454563498,风暴,0.0010662402492016554,惘,0.0010228329338133335,时间为,0.0010163690894842148,冷笑,0.0010072735603898764,erot,0.0009861430153250694,Topic,0.0009347331942990422,海绵,0.0009131620172411203,vvm,0.0008725714287720621,0.9706724853604101
Germany→Berlin,0,pos,no_filler,37,13, is,15.070956230163574,15.070956230163574,inic,0.009933547116816044,edin,0.0037975076120346785,趁着,0.0016550560249015689,edom,0.0015080554876476526,辍,0.0015052586095407605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9816005751490593
Germany→Berlin,0,pos,no_filler,37,14, called,14.325400352478027,14.325400352478027,inic,0.0069357105530798435,改装,0.006174187175929546,呛,0.005348467733711004,砂,0.002917241770774126,жу,0.002914736047387123,偻,0.002732113003730774,饰,0.0025901191402226686,逢,0.002535314531996846,forme,0.0023539038375020027, bern,0.002316889353096485,닥,0.002249006647616625,yg,0.0021031468641012907,升级,0.0019210554892197251,涉及到,0.0018078850116580725,بون,0.0017985034501180053,inia,0.001728155417367816, flaming,0.0016888167010620236, RAND,0.0016645712312310934,чин,0.001635365653783083, taps,0.001574867288582027,0.9450099430978298
Germany→Berlin,0,pos,no_filler,38,0,Give,16.96562385559082,16.96562385559082, vit,8.634844562038779e-05,悟,7.847850793041289e-05,尼亚,6.711330934194848e-05,窟,6.670498987659812e-05,_hub,6.605238741030917e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996353023598203
Germany→Berlin,0,pos,no_filler,38,1, the,13.577385902404785,13.577385902404785,uala,0.034756168723106384,"|=
",0.014102146960794926,(END,0.005404753610491753,山县,0.005070492625236511,反感,0.004198742099106312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9364676959812641
Germany→Berlin,0,pos,no_filler,38,2, city,14.95793342590332,14.95793342590332,hlen,0.0030745642725378275, Buckingham,0.0026056882925331593, Ped,0.002156008267775178,晕,0.002147072460502386,Playable,0.0019488150719553232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9880678516346961
Germany→Berlin,0,pos,no_filler,38,3, name,15.287928581237793,15.287928581237793,usa,0.0016872328706085682,夹,0.0015145093202590942, sight,0.001440046587958932,ez,0.0013515381142497063,准,0.0013509092386811972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9926557638682425
Germany→Berlin,0,pos,no_filler,38,4, only,15.163186073303223,15.163186073303223,่ว,0.0030765915289521217,煞,0.0023193340748548508,也有很多,0.0018622346688061953,樽,0.0018306028796359897,CBS,0.0018071787199005485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891040581278503
Germany→Berlin,0,pos,no_filler,38,5,",",15.149669647216797,15.149669647216797, taps,0.005766964051872492,OrNil,0.003845515660941601,tap,0.0035115289501845837,rup,0.0024178558960556984,地带,0.002169715939089656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982288419501856
Germany→Berlin,0,pos,no_filler,38,6, plain,14.003571510314941,14.003571510314941,处处,0.0753350555896759,档,0.010626889765262604,ingly,0.0045525492168962955,潢,0.0026451698504388332,蛋,0.0019081418868154287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9049321936909109
Germany→Berlin,0,pos,no_filler,38,7, text,14.837783813476562,14.837783813476562,าง,0.006049533374607563,闷,0.004920994397252798,erah,0.004262369591742754,Queryable,0.00408841110765934,档,0.0035992362536489964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9770794552750885
Germany→Berlin,0,pos,no_filler,38,8,.,15.447936058044434,15.447936058044434,说实,0.0035269390791654587,"*)""",0.001994465943425894,常用,0.0017119196709245443,pard,0.0015321712708100677,作为一种,0.0012714375043287873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9899630665313452
Germany→Berlin,0,pos,no_filler,38,9, The,15.705491065979004,15.705491065979004,曳,0.0009539054590277374, Brah,0.0009106566431000829,lett,0.0008609541109763086, меньше,0.000835281447507441,肃,0.0008290923433378339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9956101099960506
Germany→Berlin,0,pos,no_filler,38,10, capital,15.035785675048828,15.035785675048828,洲,0.01612256094813347,和尚,0.0032890758011490107,础,0.0030366878490895033,ToEnd,0.0025140070356428623,_Begin,0.0022116764448583126,霸,0.0020946951117366552,金银,0.0015738308429718018,ories,0.001510390779003501,といっても,0.0014520299155265093,除,0.0013968184357509017,享,0.0013772535603493452,毕,0.0012565228389576077,州,0.0012149334652349353,牡丹,0.0011726990342140198,.physics,0.0011542912106961012,房车,0.0011420957744121552,除去,0.0011278457241132855,同胞,0.0010882499627768993,媳,0.0010702528525143862,ENU,0.001037999172694981,0.9531560832401738
Germany→Berlin,0,pos,no_filler,38,11, of,14.74854564666748,14.74854564666748,窝,0.00607209512963891, Burb,0.005683538503944874,atoi,0.005663578398525715,观,0.004916947800666094, closures,0.004393666051328182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9732701741158962
Germany→Berlin,0,pos,no_filler,38,12, Germany,14.899140357971191,14.899140357971191,胚,0.005649958271533251,具,0.0040480876341462135,泉,0.0040209065191447735,oy,0.002478972775861621,oph,0.002101893536746502,坳,0.001976794097572565,atus,0.0017743869684636593,房地产,0.0013747472548857331,checkpoint,0.0013724974123761058,erator,0.0013288460904732347,评审,0.0013103570090606809,atas,0.0012551846448332071,++,0.0012125890934839845,符,0.0011910035973414779,aman,0.0011241160100325942,道理,0.0010863397037610412,.Topic,0.00108458346221596,rarian,0.0010743604507297277,рок,0.0010701203718781471,昺,0.0009931790409609675,0.9624710760544986
Germany→Berlin,0,pos,no_filler,38,13, is,14.725016593933105,14.725016593933105,inic,0.01286242250353098,edin,0.0065769110806286335,plat,0.0034451824612915516,辍,0.003037999151274562,apo,0.0026607660111039877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9714167187921703
Germany→Berlin,0,pos,no_filler,38,14, called,14.140138626098633,14.140138626098633,inic,0.010496256873011589,quest,0.004279324784874916,升级,0.003667313139885664, taps,0.0032682367600500584,iverse,0.0031720397528260946,鼎,0.003080025315284729,alic,0.003062676638364792,人大,0.002899437677115202,بون,0.0028338690754026175,жу,0.0028035365976393223,改装,0.0024418903049081564, Monk,0.0024198542814701796,砂,0.00233852188102901,yg,0.002309437608346343,DOB,0.002081597223877907,REP,0.0020313228014856577,wil,0.001908430247567594, RAND,0.00184350716881454,存量,0.001617652247659862,anos,0.0015916574047878385,0.9398534122155979
Germany→Berlin,0,pos,no_filler,39,0,Give,14.276583671569824,14.276583671569824,ủy,0.006311529316008091,nak,0.004290977958589792,虑,0.004076009150594473,orb,0.003125926712527871,弼,0.002348274691030383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9798472821712494
Germany→Berlin,0,pos,no_filler,39,1, the,15.426107406616211,15.426107406616211,uala,0.005564741790294647, ourselves,0.0018845513695850968,(END,0.001769370399415493,也是很,0.001761145773343742,管理条例,0.0015591492410749197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9874610414262861
Germany→Berlin,0,pos,no_filler,39,2, city,15.99010181427002,15.99010181427002,嘬,0.0010811890242621303,丰富,0.0008113690419122577,inded,0.0008054777281358838,晕,0.0007921202923171222,_scope,0.0006986172520555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995811226661317
Germany→Berlin,0,pos,no_filler,39,3, name,15.998858451843262,15.998858451843262,eg,0.0011407238198444247,档,0.0007750351214781404,ifice,0.0007670528721064329, sight,0.0007584451814182103,关键技术,0.0006779690738767385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995880773931276
Germany→Berlin,0,pos,no_filler,39,4, only,15.946227073669434,15.946227073669434,窝,0.0010675406083464622,也有很多,0.0010109160793945193,播,0.0010013888822868466,oped,0.0009384212316945195,OrNil,0.0009187236428260803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950630095554516
Germany→Berlin,0,pos,no_filler,39,5,",",15.840675354003906,15.840675354003906,月下,0.002515444066375494, tap,0.0015502279857173562,tap,0.001477927784435451, taps,0.001462487387470901,也有很多,0.0014123105211183429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9915816022548825
Germany→Berlin,0,pos,no_filler,39,6, plain,15.956718444824219,15.956718444824219,档,0.0026987704914063215,处处,0.001846213242970407,.resp,0.0012953258119523525,Tit,0.0011035619536414742, Bern,0.0010188507148995996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9920372777851298
Germany→Berlin,0,pos,no_filler,39,7, text,15.716011047363281,15.716011047363281,าง,0.001728940405882895,谟,0.001480018487200141,档,0.0012852359795942903,.resp,0.001251411042176187,反而,0.0010478071635589004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932065869215876
Germany→Berlin,0,pos,no_filler,39,8,.,15.909276008605957,15.909276008605957,伪,0.002328993985429406,pseudo,0.0011550562921911478,常用,0.0010083221131935716,丰富,0.0009888802887871861,说实,0.0008684632484801114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936502840719186
Germany→Berlin,0,pos,no_filler,39,9, The,16.186355590820312,16.186355590820312,sembly,0.0008925489382818341,ancial,0.0006204809178598225,悟,0.0005844818660989404, elsewhere,0.0005356317269615829,elib,0.0005091962520964444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968576602987014
Germany→Berlin,0,pos,no_filler,39,10, capital,16.13515853881836,16.13515853881836,媳,0.0007002810016274452,金银,0.0006779838586226106,有用,0.0006349701434373856,odem,0.0005583959864452481, bump,0.0005492403288371861,引,0.0005255311261862516,막,0.0005066458834335208,议事,0.0004938243655487895,clide,0.0004746449994854629,ories,0.00045642961049452424,该怎么,0.0004554649640340358,翕,0.0004495281900744885, useless,0.00043787789763882756,洲,0.00042757033952511847,.physics,0.0004206364683341235,毕,0.0004167096340097487,强,0.000395013892557472,inal,0.000392084737541154,といっても,0.0003866009647026658,duino,0.00038511690218001604,0.9902554487052839
Germany→Berlin,0,pos,no_filler,39,11, of,15.813876152038574,15.813876152038574,atoi,0.0037203002721071243,窝,0.0014553325017914176,观,0.001279121614061296,intern,0.0012539565796032548, Intern,0.0010003765346482396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9912909124977887
Germany→Berlin,0,pos,no_filler,39,12, Germany,16.042272567749023,16.042272567749023,琥,0.001217018230818212,.utf,0.0010170531459152699,原有,0.0007857457967475057,ogn,0.0007764753536321223,atus,0.0007208215538412333,泉,0.0006667463458143175,具,0.0006573828868567944,odem,0.0005931270425207913,vvm,0.0005178101710043848,筱,0.0005100310081616044,LastError,0.0005071651539765298, tow,0.00047944061225280166,igers,0.00047337188152596354,昺,0.00046347067109309137,评,0.00044519052607938647,checkpoint,0.00043579129851423204, eg,0.0004141981480643153,arer,0.0004096377524547279,atas,0.0004023950605187565,atters,0.00039680078043602407,0.9881103265797719
Germany→Berlin,0,pos,no_filler,39,13, is,15.759689331054688,15.759689331054688,ryn,0.002141838427633047,拔,0.0018389406614005566,波动,0.0016247510211542249,偻,0.0013654037611559033,inic,0.0012063984759151936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9918226676527411
Germany→Berlin,0,pos,no_filler,39,14, called,15.426712036132812,15.426712036132812,wil,0.0029304197523742914, taps,0.0027195587754249573,بون,0.0025621980894356966,火焰,0.002318305429071188,鼎,0.0014411292504519224,inic,0.0012881126021966338,波动,0.0011777076870203018,十八,0.0010624660644680262,edin,0.0010027455864474177,趁着,0.000894684751983732,絜,0.0007714827661402524,ryn,0.0007650484913028777,Tap,0.0007555115153081715,一贯,0.0007512760348618031,.tp,0.0007291790097951889,ţi,0.0007278263219632208,枯燥,0.0007186190923675895,伪,0.0007031467976048589,同样是,0.000673291739076376,tps,0.0006717329379171133,0.9753355573047884
Germany→Berlin,0,pos,no_filler,40,0,Give,16.678211212158203,16.678211212158203,强有力的,0.0001854448637459427, Chew,0.000179848080733791,zin,0.00017586411559022963,强有力,0.0001719844003673643,nak,0.00017064608982764184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999116212449735
Germany→Berlin,0,pos,no_filler,40,1, the,14.289544105529785,14.289544105529785,缚,0.011725123971700668,涩,0.006610753946006298,也是很,0.006205445155501366,Nib,0.004743911325931549,uala,0.004045441746711731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9666693238541484
Germany→Berlin,0,pos,no_filler,40,2, city,14.820886611938477,14.820886611938477,剌,0.0110789705067873,刺,0.0028280066326260567,处处,0.0026839084457606077,党和国家,0.002435002475976944,Away,0.002124256221577525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9788498557172716
Germany→Berlin,0,pos,no_filler,40,3, name,15.086762428283691,15.086762428283691,剌,0.004548449534922838,.dk,0.00453259889036417,ez,0.0022953494917601347,关键技术,0.0019133668392896652,失落,0.0017130565829575062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9849971786607057
Germany→Berlin,0,pos,no_filler,40,4, only,15.079474449157715,15.079474449157715,umm,0.003605371108278632,ゃ,0.003180621424689889,oped,0.002740986179560423,约定,0.002569928066805005,冬,0.0025360810104757547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9853670122101903
Germany→Berlin,0,pos,no_filler,40,5,",",14.448291778564453,14.448291778564453,剌,0.00862149242311716,obsolete,0.0072753350250422955,eds,0.003928976599127054,约定,0.0038104127161204815, mess,0.0034106678795069456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9729531153570861
Germany→Berlin,0,pos,no_filler,40,6, plain,15.099035263061523,15.099035263061523,约定,0.004210929851979017,.resp,0.0027201927732676268,刺,0.0023358084727078676,剌,0.002333824522793293,лож,0.0019483716459944844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9864508727332577
Germany→Berlin,0,pos,no_filler,40,7, text,15.271201133728027,15.271201133728027,缚,0.0032712556421756744,幼稚,0.0028045985382050276,议事,0.002772481879219413,.dk,0.0024402181152254343,谟,0.002258752239868045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9864526935853064
Germany→Berlin,0,pos,no_filler,40,8,.,14.848230361938477,14.848230361938477,伪,0.006439843215048313,obsolete,0.0047334544360637665,pseudo,0.004257245920598507,约定,0.0032588806934654713,ictim,0.002763580996543169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9785469947382808
Germany→Berlin,0,pos,no_filler,40,9, The,14.608938217163086,14.608938217163086,氏,0.009189490228891373,乍,0.008217139169573784,sembly,0.005685167387127876,剌,0.0052913823164999485,hab,0.0041747926734387875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9674420282244682
Germany→Berlin,0,pos,no_filler,40,10, capital,15.183773040771484,15.183773040771484,引,0.010613788850605488,clide,0.0021802799310535192,CLS,0.002103921491652727,itter,0.001977174310013652,udiant,0.0016995072364807129,无关,0.0015416262904182076,议事,0.0014597983099520206,剌,0.0014239803422242403,金银,0.001237296499311924,ToEnd,0.0010850384132936597,ile,0.000996677204966545,hab,0.0009455695399083197,缚,0.0009452328085899353,栩,0.0009441142901778221,/goto,0.0008438671356998384,频道,0.0008178825955837965,感兴趣,0.0008105822489596903,umm,0.0008073905482888222,摩擦,0.0007722766604274511,_closure,0.0007532769232057035,0.9660407183691859
Germany→Berlin,0,pos,no_filler,40,11, of,15.91447925567627,15.91447925567627,由此,0.0012137996964156628,Emb,0.0011380837531760335,udiant,0.0011027057189494371,ixon,0.0008369979914277792,攻,0.0007572763715870678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994951136468444
Germany→Berlin,0,pos,no_filler,40,12, Germany,15.296832084655762,15.296832084655762,原有,0.005499312654137611,umm,0.003759944112971425,原始,0.002310427837073803,频道,0.002071902621537447,附加,0.0017139131668955088,atas,0.001696067862212658,筱,0.0016325615579262376,ixon,0.0016055222367867827,泉,0.0014243659097701311,主要内容,0.0011771854478865862,做梦,0.0011375106405466795,猬,0.000928535358980298,关键技术,0.0009090222883969545,itter,0.0009072524844668806,连线,0.0008245044155046344,猷,0.0008134490344673395, ADDR,0.0007992087630555034,大使,0.0007795192650519311,泪,0.0007623383426107466,sembly,0.0007373979315161705,0.9685100580682047
Germany→Berlin,0,pos,no_filler,40,13, is,15.852081298828125,15.852081298828125,sembly,0.0013183709233999252,ixon,0.0012313185725361109,edom,0.0011888795997947454,伪,0.0009701548260636628,بون,0.0009450080106034875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9943462680676021
Germany→Berlin,0,pos,no_filler,40,14, called,15.813301086425781,15.813301086425781,بون,0.0019273264333605766,伪,0.001509643392637372,ixon,0.001207803376019001,edom,0.0009842496365308762,adh,0.0008973865187726915, pseudo,0.000855197780765593,itter,0.0008124626474454999,ensible,0.0007866562227718532,十八,0.000746685080230236,钱,0.0007089730934239924,sembly,0.0006732061738148332,大奖,0.0006558657623827457,碍,0.00059694261290133,igor,0.0005845091072842479,剌,0.0005697717424482107, CNBC,0.0005448228912428021, viên,0.0005411432357504964,泉水,0.0005257976008579135,火焰,0.000512894126586616,波动,0.0005039122188463807,0.9838547503459267
France→Paris,1,pos,orig,0,0,Give,17.032512664794922,17.032512664794922,音响,5.5500026064692065e-05,窟,5.167619019630365e-05,翥,5.0503804231993854e-05,隍,4.8734767915448174e-05,悟,4.646660090656951e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999747118610685
France→Paris,1,pos,orig,0,1, the,17.032522201538086,17.032522201538086,音响,5.5618511396460235e-05,窟,5.096167660667561e-05,翥,4.9935195420403033e-05,隍,4.936902769259177e-05, exchanged,4.714469105238095e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997469708978315
France→Paris,1,pos,orig,0,2, city,17.032203674316406,17.032203674316406,音响,5.679405512637459e-05,窟,5.273222268442623e-05,翥,5.092092033009976e-05,隍,5.0343263865215704e-05, exchanged,4.700541103375144e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997422041269601
France→Paris,1,pos,orig,0,3, name,17.032197952270508,17.032197952270508,音响,5.54429498151876e-05,窟,5.150159995537251e-05,翥,5.0531147280707955e-05,隍,5.012325709685683e-05, exchanged,4.7017318138387054e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997453837277135
France→Paris,1,pos,orig,0,4, only,17.032283782958984,17.032283782958984,音响,5.52713536308147e-05,窟,5.2201226935721934e-05,翥,5.0109185394831e-05,隍,4.958578574587591e-05, exchanged,4.657413956010714e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997462583087326
France→Paris,1,pos,orig,0,5,",",17.03251838684082,17.03251838684082,音响,5.549251363845542e-05,窟,5.1038139645243064e-05,翥,5.014425914851017e-05,隍,4.872349018114619e-05, exchanged,4.684061059379019e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997477609867929
France→Paris,1,pos,orig,0,6, plain,17.032201766967773,17.032201766967773,音响,5.522653373191133e-05,窟,5.158080966793932e-05,翥,5.005206185160205e-05,隍,4.909515337203629e-05, exchanged,4.6465582272503525e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999747579859104
France→Paris,1,pos,orig,0,7, text,17.032243728637695,17.032243728637695,音响,5.64508191018831e-05,窟,5.0915237807203084e-05,翥,5.075820445199497e-05,隍,4.989112858311273e-05, exchanged,4.607865048456006e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997459059595712
France→Paris,1,pos,orig,0,8,.,17.032459259033203,17.032459259033203,音响,5.590560976997949e-05,窟,5.0823244237108156e-05,翥,5.005887942388654e-05,隍,4.8990114009939134e-05, exchanged,4.688471744884737e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997473374351102
France→Paris,1,pos,orig,0,9, The,17.032394409179688,17.032394409179688,音响,5.58723731955979e-05,窟,5.198193321120925e-05,隍,5.012410838389769e-05,翥,4.9854621465783566e-05, exchanged,4.7032015572767705e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997451349481707
France→Paris,1,pos,orig,0,10, capital,17.03238296508789,17.03238296508789,音响,5.577007323154248e-05,窟,5.071816485724412e-05,翥,4.977719800081104e-05,隍,4.954999894835055e-05, exchanged,4.669705595006235e-05,悟,4.6140321501297876e-05,ijken,4.609583629644476e-05,对立,4.511555016506463e-05,粽子,4.425135557539761e-05, infinity,4.385645661386661e-05,龛,4.3745323637267575e-05,无限,4.348266156739555e-05,骊,4.3328684114385396e-05,对方,4.313479075790383e-05,恒,4.30434629379306e-05,环球,4.2961957660736516e-05, interchange,4.2225954530294985e-05,hud,4.180406540399417e-05,CSV,4.168270970694721e-05, Century,4.078542042407207e-05,0.999095832958119
France→Paris,1,pos,orig,0,11, of,17.03244972229004,17.03244972229004,音响,5.544045052374713e-05,窟,5.0880513299489394e-05,翥,4.962871389579959e-05,隍,4.92533617943991e-05, exchanged,4.6893914259271696e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997479030462273
France→Paris,1,pos,orig,0,12, France,17.032451629638672,17.032451629638672,音响,5.575083923758939e-05,窟,5.201238673180342e-05,隍,4.9480953748570755e-05,翥,4.851554331253283e-05, exchanged,4.6624358219560236e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997476159187499
France→Paris,1,pos,orig,0,13, is,17.03269386291504,17.03269386291504,音响,5.53226018382702e-05,窟,5.07426229887642e-05,翥,4.976751733920537e-05,隍,4.939617065247148e-05, exchanged,4.6435798140009865e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997483352890413
France→Paris,1,pos,orig,0,14, called,17.032480239868164,17.032480239868164,音响,5.692363265552558e-05,隍,5.062878335593268e-05,窟,5.0415324949426576e-05,翥,4.9077789299190044e-05, exchanged,4.6750188630539924e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997462042811094
France→Paris,1,pos,orig,0,15, simply,17.032318115234375,17.032318115234375,音响,5.549784327740781e-05,窟,5.109359699417837e-05,翥,5.0109370931750163e-05,隍,4.881637869402766e-05, exchanged,4.756235284730792e-05,悟,4.652040297514759e-05,ijken,4.5408160076476634e-05,粽子,4.482330768951215e-05,对立,4.465797246666625e-05,无限,4.44706529378891e-05, infinity,4.419939796207473e-05,恒,4.400084799272008e-05,对方,4.370297028799541e-05,龛,4.362946128821932e-05,环球,4.313140016165562e-05,骊,4.227057070238516e-05, interchange,4.210100451018661e-05,hud,4.1722840251168236e-05,CSV,4.160671232966706e-05, Century,4.0643026295583695e-05,0.999094031729328
